Food code,Main food description,WWEIA Category number,WWEIA Category description,Seq num,Portion description,Portion weight (g)
11000000,"Milk, human",9602,Human milk,1,1 cup,246.0
11000000,"Milk, human",9602,Human milk,3,1 fl oz,30.8
11100000,"Milk, NFS",1004,"Milk, reduced fat",1,1 cup,244.0
11100000,"Milk, NFS",1004,"Milk, reduced fat",2,1 fl oz,30.5
11100000,"Milk, NFS",1004,"Milk, reduced fat",3,1 individual school container,244.0
11100000,"Milk, NFS",1004,"Milk, reduced fat",4,Guideline amount per fl oz of beverage,2.5
11100000,"Milk, NFS",1004,"Milk, reduced fat",5,Guideline amount per cup of hot cereal,61.0
11111000,"Milk, whole",1002,"Milk, whole",1,1 cup,244.0
11111000,"Milk, whole",1002,"Milk, whole",2,1 fl oz,30.5
11111000,"Milk, whole",1002,"Milk, whole",3,1 individual school container,244.0
11111000,"Milk, whole",1002,"Milk, whole",4,Guideline amount per fl oz of beverage,2.5
11111000,"Milk, whole",1002,"Milk, whole",5,Guideline amount per cup of hot cereal,61.0
11112110,"Milk, reduced fat (2%)",1004,"Milk, reduced fat",1,1 cup,244.0
11112110,"Milk, reduced fat (2%)",1004,"Milk, reduced fat",2,1 fl oz,30.5
11112110,"Milk, reduced fat (2%)",1004,"Milk, reduced fat",3,1 individual school container,244.0
11112110,"Milk, reduced fat (2%)",1004,"Milk, reduced fat",4,Guideline amount per fl oz of beverage,2.5
11112110,"Milk, reduced fat (2%)",1004,"Milk, reduced fat",5,Guideline amount per cup of hot cereal,61.0
11112210,"Milk, low fat (1%)",1006,"Milk, lowfat",1,1 cup,244.0
11112210,"Milk, low fat (1%)",1006,"Milk, lowfat",2,1 fl oz,30.5
11112210,"Milk, low fat (1%)",1006,"Milk, lowfat",3,1 individual school container,244.0
11112210,"Milk, low fat (1%)",1006,"Milk, lowfat",4,Guideline amount per fl oz of beverage,2.5
11112210,"Milk, low fat (1%)",1006,"Milk, lowfat",5,Guideline amount per cup of hot cereal,61.0
11113000,"Milk, fat free (skim)",1008,"Milk, nonfat",1,1 cup,244.0
11113000,"Milk, fat free (skim)",1008,"Milk, nonfat",2,1 fl oz,30.5
11113000,"Milk, fat free (skim)",1008,"Milk, nonfat",3,1 individual school container,244.0
11113000,"Milk, fat free (skim)",1008,"Milk, nonfat",4,Guideline amount per fl oz of beverage,2.5
11113000,"Milk, fat free (skim)",1008,"Milk, nonfat",5,Guideline amount per cup of hot cereal,61.0
11114300,"Milk, lactose free, low fat (1%)",1006,"Milk, lowfat",1,1 cup,244.0
11114300,"Milk, lactose free, low fat (1%)",1006,"Milk, lowfat",2,1 fl oz,30.5
11114300,"Milk, lactose free, low fat (1%)",1006,"Milk, lowfat",3,Guideline amount per fl oz of beverage,2.5
11114300,"Milk, lactose free, low fat (1%)",1006,"Milk, lowfat",4,Guideline amount per cup of hot cereal,61.0
11114320,"Milk, lactose free, fat free (skim)",1008,"Milk, nonfat",1,1 cup,244.0
11114320,"Milk, lactose free, fat free (skim)",1008,"Milk, nonfat",2,1 fl oz,30.5
11114320,"Milk, lactose free, fat free (skim)",1008,"Milk, nonfat",3,Guideline amount per fl oz of beverage,2.5
11114320,"Milk, lactose free, fat free (skim)",1008,"Milk, nonfat",4,Guideline amount per cup of hot cereal,61.0
11114330,"Milk, lactose free, reduced fat (2%)",1004,"Milk, reduced fat",1,1 cup,244.0
11114330,"Milk, lactose free, reduced fat (2%)",1004,"Milk, reduced fat",2,1 fl oz,30.5
11114330,"Milk, lactose free, reduced fat (2%)",1004,"Milk, reduced fat",3,Guideline amount per fl oz of beverage,2.5
11114330,"Milk, lactose free, reduced fat (2%)",1004,"Milk, reduced fat",4,Guideline amount per cup of hot cereal,61.0
11114350,"Milk, lactose free, whole",1002,"Milk, whole",1,1 cup,244.0
11114350,"Milk, lactose free, whole",1002,"Milk, whole",2,1 fl oz,30.5
11114350,"Milk, lactose free, whole",1002,"Milk, whole",3,Guideline amount per fl oz of beverage,2.5
11114350,"Milk, lactose free, whole",1002,"Milk, whole",4,Guideline amount per cup of hot cereal,61.0
11115000,"Buttermilk, fat free (skim)",1008,"Milk, nonfat",1,1 cup,244.0
11115000,"Buttermilk, fat free (skim)",1008,"Milk, nonfat",2,1 fl oz,30.5
11115000,"Buttermilk, fat free (skim)",1008,"Milk, nonfat",3,Guideline amount per fl oz of beverage,2.6
11115000,"Buttermilk, fat free (skim)",1008,"Milk, nonfat",4,Guideline amount per cup of hot cereal,61.0
11115300,"Buttermilk, whole",1002,"Milk, whole",1,1 cup,244.0
11115300,"Buttermilk, whole",1002,"Milk, whole",2,1 fl oz,30.5
11115300,"Buttermilk, whole",1002,"Milk, whole",3,Guideline amount per fl oz of beverage,2.6
11115300,"Buttermilk, whole",1002,"Milk, whole",4,Guideline amount per cup of hot cereal,61.0
11115400,"Kefir, NS as to fat content",1006,"Milk, lowfat",1,1 cup,244.0
11115400,"Kefir, NS as to fat content",1006,"Milk, lowfat",2,1 fl oz,30.5
11116000,"Goat's milk, whole",1002,"Milk, whole",1,1 cup,244.0
11116000,"Goat's milk, whole",1002,"Milk, whole",2,1 fl oz,30.5
11116000,"Goat's milk, whole",1002,"Milk, whole",3,Guideline amount per fl oz of beverage,2.5
11116000,"Goat's milk, whole",1002,"Milk, whole",4,Guideline amount per cup of hot cereal,61.0
11120000,"Milk, dry, reconstituted, NS as to fat content",1008,"Milk, nonfat",1,1 cup,244.0
11120000,"Milk, dry, reconstituted, NS as to fat content",1008,"Milk, nonfat",2,1 fl oz,30.5
11120000,"Milk, dry, reconstituted, NS as to fat content",1008,"Milk, nonfat",3,Guideline amount per fl oz of beverage,2.5
11120000,"Milk, dry, reconstituted, NS as to fat content",1008,"Milk, nonfat",4,Guideline amount per cup of hot cereal,61.0
11121100,"Milk, dry, reconstituted, whole",1002,"Milk, whole",1,1 cup,244.0
11121100,"Milk, dry, reconstituted, whole",1002,"Milk, whole",2,1 fl oz,30.5
11121100,"Milk, dry, reconstituted, whole",1002,"Milk, whole",3,Guideline amount per fl oz of beverage,2.5
11121100,"Milk, dry, reconstituted, whole",1002,"Milk, whole",4,Guideline amount per cup of hot cereal,61.0
11121210,"Milk, dry, reconstituted, low fat (1%)",1006,"Milk, lowfat",1,1 cup,244.0
11121210,"Milk, dry, reconstituted, low fat (1%)",1006,"Milk, lowfat",2,1 fl oz,30.5
11121210,"Milk, dry, reconstituted, low fat (1%)",1006,"Milk, lowfat",3,Guideline amount per fl oz of beverage,2.5
11121210,"Milk, dry, reconstituted, low fat (1%)",1006,"Milk, lowfat",4,Guideline amount per cup of hot cereal,61.0
11121300,"Milk, dry, reconstituted, fat free (skim)",1008,"Milk, nonfat",1,1 cup,244.0
11121300,"Milk, dry, reconstituted, fat free (skim)",1008,"Milk, nonfat",2,1 fl oz,30.5
11121300,"Milk, dry, reconstituted, fat free (skim)",1008,"Milk, nonfat",3,Guideline amount per fl oz of beverage,2.5
11121300,"Milk, dry, reconstituted, fat free (skim)",1008,"Milk, nonfat",4,Guideline amount per cup of hot cereal,61.0
11210050,"Milk, evaporated, NS as to fat content",1002,"Milk, whole",1,1 cup,252.0
11210050,"Milk, evaporated, NS as to fat content",1002,"Milk, whole",2,1 fl oz,31.5
11210050,"Milk, evaporated, NS as to fat content",1002,"Milk, whole",4,Guideline amount per fl oz of beverage,2.6
11210050,"Milk, evaporated, NS as to fat content",1002,"Milk, whole",5,"Quantity not specified, as a drink or on cereal",126.0
11210050,"Milk, evaporated, NS as to fat content",1002,"Milk, whole",6,"Quantity not specified, if in beverage",16.0
11211050,"Milk, evaporated, whole",1002,"Milk, whole",1,1 cup,252.0
11211050,"Milk, evaporated, whole",1002,"Milk, whole",2,1 fl oz,31.5
11211050,"Milk, evaporated, whole",1002,"Milk, whole",4,Guideline amount per fl oz of beverage,2.6
11211050,"Milk, evaporated, whole",1002,"Milk, whole",5,"Quantity not specified, as a drink or on cereal",126.0
11211050,"Milk, evaporated, whole",1002,"Milk, whole",6,"Quantity not specified, if in beverage",16.0
11211400,"Milk, evaporated, reduced fat (2%)",1004,"Milk, reduced fat",1,1 cup,252.0
11211400,"Milk, evaporated, reduced fat (2%)",1004,"Milk, reduced fat",2,1 fl oz,31.5
11211400,"Milk, evaporated, reduced fat (2%)",1004,"Milk, reduced fat",6,"Quantity not specified, if in beverage",16.0
11211400,"Milk, evaporated, reduced fat (2%)",1004,"Milk, reduced fat",7,"Quantity not specified, as a drink or on cereal",126.0
11212050,"Milk, evaporated, fat free (skim)",1008,"Milk, nonfat",1,1 cup,252.0
11212050,"Milk, evaporated, fat free (skim)",1008,"Milk, nonfat",2,1 fl oz,31.5
11212050,"Milk, evaporated, fat free (skim)",1008,"Milk, nonfat",4,Guideline amount per fl oz of beverage,2.6
11212050,"Milk, evaporated, fat free (skim)",1008,"Milk, nonfat",5,"Quantity not specified, as a drink or on cereal",126.0
11212050,"Milk, evaporated, fat free (skim)",1008,"Milk, nonfat",6,"Quantity not specified, if in beverage",16.0
11220000,"Milk, condensed, sweetened",1202,"Flavored milk, whole",1,1 cup,304.0
11220000,"Milk, condensed, sweetened",1202,"Flavored milk, whole",2,1 fl oz,38.0
11300100,"Non-dairy milk, NFS",1404,Milk substitutes,1,1 cup,244.0
11300100,"Non-dairy milk, NFS",1404,Milk substitutes,2,1 fl oz,30.5
11300100,"Non-dairy milk, NFS",1404,Milk substitutes,3,Guideline amount per fl oz of beverage,2.5
11300100,"Non-dairy milk, NFS",1404,Milk substitutes,4,Guideline amount per cup of hot cereal,61.0
11320000,Soy milk,1404,Milk substitutes,1,1 cup,244.0
11320000,Soy milk,1404,Milk substitutes,2,1 fl oz,30.5
11320000,Soy milk,1404,Milk substitutes,3,Guideline amount per fl oz of beverage,2.5
11320000,Soy milk,1404,Milk substitutes,4,Guideline amount per cup of hot cereal,61.0
11320100,"Soy milk, light",1404,Milk substitutes,1,1 cup,244.0
11320100,"Soy milk, light",1404,Milk substitutes,2,1 fl oz,30.5
11320200,"Soy milk, nonfat",1404,Milk substitutes,1,1 cup,244.0
11320200,"Soy milk, nonfat",1404,Milk substitutes,2,1 fl oz,30.5
11321000,"Soy milk, chocolate",1404,Milk substitutes,1,1 cup,244.0
11321000,"Soy milk, chocolate",1404,Milk substitutes,2,1 fl oz,30.5
11321100,"Soy milk, light, chocolate",1404,Milk substitutes,1,1 cup,244.0
11321100,"Soy milk, light, chocolate",1404,Milk substitutes,2,1 fl oz,30.5
11350000,"Almond milk, sweetened",1404,Milk substitutes,1,1 cup,244.0
11350000,"Almond milk, sweetened",1404,Milk substitutes,2,1 fl oz,30.5
11350000,"Almond milk, sweetened",1404,Milk substitutes,3,Guideline amount per fl oz of beverage,2.5
11350000,"Almond milk, sweetened",1404,Milk substitutes,4,Guideline amount per cup of hot cereal,61.0
11350010,"Almond milk, sweetened, chocolate",1404,Milk substitutes,1,1 cup,244.0
11350010,"Almond milk, sweetened, chocolate",1404,Milk substitutes,2,1 fl oz,30.5
11350010,"Almond milk, sweetened, chocolate",1404,Milk substitutes,3,Guideline amount per fl oz of beverage,2.5
11350010,"Almond milk, sweetened, chocolate",1404,Milk substitutes,4,Guideline amount per cup of hot cereal,61.0
11350020,"Almond milk, unsweetened",1404,Milk substitutes,1,1 cup,244.0
11350020,"Almond milk, unsweetened",1404,Milk substitutes,2,1 fl oz,30.5
11350020,"Almond milk, unsweetened",1404,Milk substitutes,3,Guideline amount per fl oz of beverage,2.5
11350020,"Almond milk, unsweetened",1404,Milk substitutes,4,Guideline amount per cup of hot cereal,61.0
11350030,"Almond milk, unsweetened, chocolate",1404,Milk substitutes,1,1 cup,244.0
11350030,"Almond milk, unsweetened, chocolate",1404,Milk substitutes,2,1 fl oz,30.5
11350030,"Almond milk, unsweetened, chocolate",1404,Milk substitutes,3,Guideline amount per fl oz of beverage,2.5
11350030,"Almond milk, unsweetened, chocolate",1404,Milk substitutes,4,Guideline amount per cup of hot cereal,61.0
11360000,Rice milk,1404,Milk substitutes,1,1 cup,244.0
11360000,Rice milk,1404,Milk substitutes,2,1 fl oz,30.5
11360000,Rice milk,1404,Milk substitutes,3,Guideline amount per fl oz of beverage,2.5
11360000,Rice milk,1404,Milk substitutes,4,Guideline amount per cup of hot cereal,61.0
11370000,Coconut milk,1404,Milk substitutes,1,1 cup,244.0
11370000,Coconut milk,1404,Milk substitutes,2,1 fl oz,30.5
11370000,Coconut milk,1404,Milk substitutes,3,Guideline amount per fl oz of beverage,2.5
11370000,Coconut milk,1404,Milk substitutes,4,Guideline amount per cup of hot cereal,61.0
11400000,"Yogurt, NFS",1820,"Yogurt, regular",1,1 4 oz container,113.0
11400000,"Yogurt, NFS",1820,"Yogurt, regular",2,1 6 oz container,170.0
11400000,"Yogurt, NFS",1820,"Yogurt, regular",3,"1 container, NFS",170.0
11400000,"Yogurt, NFS",1820,"Yogurt, regular",4,1 cup,245.0
11400010,"Yogurt, Greek, NS as to type of milk or flavor",1822,"Yogurt, Greek",1,1 5.3 oz container,150.0
11400010,"Yogurt, Greek, NS as to type of milk or flavor",1822,"Yogurt, Greek",2,1 6 oz container,170.0
11400010,"Yogurt, Greek, NS as to type of milk or flavor",1822,"Yogurt, Greek",3,"1 container, NFS",150.0
11400010,"Yogurt, Greek, NS as to type of milk or flavor",1822,"Yogurt, Greek",4,1 cup,245.0
11410000,"Yogurt, NS as to type of milk or flavor",1820,"Yogurt, regular",1,1 4 oz container,113.0
11410000,"Yogurt, NS as to type of milk or flavor",1820,"Yogurt, regular",2,1 6 oz container,170.0
11410000,"Yogurt, NS as to type of milk or flavor",1820,"Yogurt, regular",3,"1 container, NFS",170.0
11410000,"Yogurt, NS as to type of milk or flavor",1820,"Yogurt, regular",4,1 cup,245.0
11411010,"Yogurt, NS as to type of milk, plain",1820,"Yogurt, regular",1,1 4 oz container,113.0
11411010,"Yogurt, NS as to type of milk, plain",1820,"Yogurt, regular",2,1 6 oz container,170.0
11411010,"Yogurt, NS as to type of milk, plain",1820,"Yogurt, regular",3,"1 container, NFS",170.0
11411010,"Yogurt, NS as to type of milk, plain",1820,"Yogurt, regular",4,1 cup,245.0
11411100,"Yogurt, whole milk, plain",1820,"Yogurt, regular",1,1 4 oz container,113.0
11411100,"Yogurt, whole milk, plain",1820,"Yogurt, regular",2,1 6 oz container,170.0
11411100,"Yogurt, whole milk, plain",1820,"Yogurt, regular",3,"1 container, NFS",170.0
11411100,"Yogurt, whole milk, plain",1820,"Yogurt, regular",4,1 cup,245.0
11411200,"Yogurt, low fat milk, plain",1820,"Yogurt, regular",1,1 4 oz container,113.0
11411200,"Yogurt, low fat milk, plain",1820,"Yogurt, regular",2,1 6 oz container,170.0
11411200,"Yogurt, low fat milk, plain",1820,"Yogurt, regular",3,"1 container, NFS",170.0
11411200,"Yogurt, low fat milk, plain",1820,"Yogurt, regular",4,1 cup,245.0
11411300,"Yogurt, nonfat milk, plain",1820,"Yogurt, regular",1,1 4 oz container,113.0
11411300,"Yogurt, nonfat milk, plain",1820,"Yogurt, regular",2,1 6 oz container,170.0
11411300,"Yogurt, nonfat milk, plain",1820,"Yogurt, regular",3,"1 container, NFS",170.0
11411300,"Yogurt, nonfat milk, plain",1820,"Yogurt, regular",4,1 cup,245.0
11411390,"Yogurt, Greek, NS as to type of milk, plain",1822,"Yogurt, Greek",1,1 5.3 oz container,150.0
11411390,"Yogurt, Greek, NS as to type of milk, plain",1822,"Yogurt, Greek",2,1 6 oz container,170.0
11411390,"Yogurt, Greek, NS as to type of milk, plain",1822,"Yogurt, Greek",3,"1 container, NFS",150.0
11411390,"Yogurt, Greek, NS as to type of milk, plain",1822,"Yogurt, Greek",4,1 cup,245.0
11411400,"Yogurt, Greek, whole milk, plain",1822,"Yogurt, Greek",1,1 5.3 oz container,150.0
11411400,"Yogurt, Greek, whole milk, plain",1822,"Yogurt, Greek",2,1 6 oz container,170.0
11411400,"Yogurt, Greek, whole milk, plain",1822,"Yogurt, Greek",3,"1 container, NFS",150.0
11411400,"Yogurt, Greek, whole milk, plain",1822,"Yogurt, Greek",4,1 cup,245.0
11411410,"Yogurt, Greek, low fat milk, plain",1822,"Yogurt, Greek",1,1 5.3 oz container,150.0
11411410,"Yogurt, Greek, low fat milk, plain",1822,"Yogurt, Greek",2,1 6 oz container,170.0
11411410,"Yogurt, Greek, low fat milk, plain",1822,"Yogurt, Greek",3,"1 container, NFS",150.0
11411410,"Yogurt, Greek, low fat milk, plain",1822,"Yogurt, Greek",4,1 cup,245.0
11411420,"Yogurt, Greek, nonfat milk, plain",1822,"Yogurt, Greek",1,1 5.3 oz container,150.0
11411420,"Yogurt, Greek, nonfat milk, plain",1822,"Yogurt, Greek",2,1 6 oz container,170.0
11411420,"Yogurt, Greek, nonfat milk, plain",1822,"Yogurt, Greek",3,"1 container, NFS",150.0
11411420,"Yogurt, Greek, nonfat milk, plain",1822,"Yogurt, Greek",4,1 cup,245.0
11430000,"Yogurt, NS as to type of milk, fruit",1820,"Yogurt, regular",1,1 4 oz container,113.0
11430000,"Yogurt, NS as to type of milk, fruit",1820,"Yogurt, regular",2,1 6 oz container,170.0
11430000,"Yogurt, NS as to type of milk, fruit",1820,"Yogurt, regular",3,"1 container, NFS",170.0
11430000,"Yogurt, NS as to type of milk, fruit",1820,"Yogurt, regular",4,1 cup,245.0
11431000,"Yogurt, whole milk, fruit",1820,"Yogurt, regular",1,1 4 oz container,113.0
11431000,"Yogurt, whole milk, fruit",1820,"Yogurt, regular",2,1 6 oz container,170.0
11431000,"Yogurt, whole milk, fruit",1820,"Yogurt, regular",3,"1 container, NFS",170.0
11431000,"Yogurt, whole milk, fruit",1820,"Yogurt, regular",4,1 cup,245.0
11432000,"Yogurt, low fat milk, fruit",1820,"Yogurt, regular",1,1 tube,64.0
11432000,"Yogurt, low fat milk, fruit",1820,"Yogurt, regular",2,1 4 oz container,113.0
11432000,"Yogurt, low fat milk, fruit",1820,"Yogurt, regular",3,1 6 oz container,170.0
11432000,"Yogurt, low fat milk, fruit",1820,"Yogurt, regular",4,"1 container, NFS",170.0
11432000,"Yogurt, low fat milk, fruit",1820,"Yogurt, regular",5,1 cup,245.0
11433000,"Yogurt, nonfat milk, fruit",1820,"Yogurt, regular",1,1 4 oz container,113.0
11433000,"Yogurt, nonfat milk, fruit",1820,"Yogurt, regular",2,1 6 oz container,170.0
11433000,"Yogurt, nonfat milk, fruit",1820,"Yogurt, regular",3,"1 container, NFS",170.0
11433000,"Yogurt, nonfat milk, fruit",1820,"Yogurt, regular",4,1 cup,245.0
11433990,"Yogurt, Greek, NS as to type of milk, fruit",1822,"Yogurt, Greek",1,1 5.3 oz container,150.0
11433990,"Yogurt, Greek, NS as to type of milk, fruit",1822,"Yogurt, Greek",2,1 6 oz container,170.0
11433990,"Yogurt, Greek, NS as to type of milk, fruit",1822,"Yogurt, Greek",3,"1 container, NFS",150.0
11433990,"Yogurt, Greek, NS as to type of milk, fruit",1822,"Yogurt, Greek",4,1 cup,245.0
11434000,"Yogurt, Greek, whole milk, fruit",1822,"Yogurt, Greek",1,1 5.3 oz container,150.0
11434000,"Yogurt, Greek, whole milk, fruit",1822,"Yogurt, Greek",2,1 6 oz container,170.0
11434000,"Yogurt, Greek, whole milk, fruit",1822,"Yogurt, Greek",3,"1 container, NFS",150.0
11434000,"Yogurt, Greek, whole milk, fruit",1822,"Yogurt, Greek",4,1 cup,245.0
11434010,"Yogurt, Greek, low fat milk, fruit",1822,"Yogurt, Greek",1,1 tube,57.0
11434010,"Yogurt, Greek, low fat milk, fruit",1822,"Yogurt, Greek",2,1 5.3 oz container,150.0
11434010,"Yogurt, Greek, low fat milk, fruit",1822,"Yogurt, Greek",3,1 6 oz container,170.0
11434010,"Yogurt, Greek, low fat milk, fruit",1822,"Yogurt, Greek",4,"1 container, NFS",150.0
11434010,"Yogurt, Greek, low fat milk, fruit",1822,"Yogurt, Greek",5,1 cup,245.0
11434020,"Yogurt, Greek, nonfat milk, fruit",1822,"Yogurt, Greek",1,1 5.3 oz container,150.0
11434020,"Yogurt, Greek, nonfat milk, fruit",1822,"Yogurt, Greek",2,1 6 oz container,170.0
11434020,"Yogurt, Greek, nonfat milk, fruit",1822,"Yogurt, Greek",3,"1 container, NFS",150.0
11434020,"Yogurt, Greek, nonfat milk, fruit",1822,"Yogurt, Greek",4,1 cup,245.0
11434090,"Yogurt, NS as to type of milk, flavors other than fruit",1820,"Yogurt, regular",1,1 4 oz container,113.0
11434090,"Yogurt, NS as to type of milk, flavors other than fruit",1820,"Yogurt, regular",2,1 6 oz container,170.0
11434090,"Yogurt, NS as to type of milk, flavors other than fruit",1820,"Yogurt, regular",3,"1 container, NFS",170.0
11434090,"Yogurt, NS as to type of milk, flavors other than fruit",1820,"Yogurt, regular",4,1 cup,245.0
11434100,"Yogurt, whole milk, flavors other than fruit",1820,"Yogurt, regular",1,1 4 oz container,113.0
11434100,"Yogurt, whole milk, flavors other than fruit",1820,"Yogurt, regular",2,1 6 oz container,170.0
11434100,"Yogurt, whole milk, flavors other than fruit",1820,"Yogurt, regular",3,"1 container, NFS",170.0
11434100,"Yogurt, whole milk, flavors other than fruit",1820,"Yogurt, regular",4,1 cup,245.0
11434200,"Yogurt, low fat milk, flavors other than fruit",1820,"Yogurt, regular",1,1 tube,64.0
11434200,"Yogurt, low fat milk, flavors other than fruit",1820,"Yogurt, regular",2,1 4 oz container,113.0
11434200,"Yogurt, low fat milk, flavors other than fruit",1820,"Yogurt, regular",3,1 6 oz container,170.0
11434200,"Yogurt, low fat milk, flavors other than fruit",1820,"Yogurt, regular",4,"1 container, NFS",170.0
11434200,"Yogurt, low fat milk, flavors other than fruit",1820,"Yogurt, regular",5,1 cup,245.0
11434300,"Yogurt, nonfat milk, flavors other than fruit",1820,"Yogurt, regular",1,1 4 oz container,113.0
11434300,"Yogurt, nonfat milk, flavors other than fruit",1820,"Yogurt, regular",2,1 6 oz container,170.0
11434300,"Yogurt, nonfat milk, flavors other than fruit",1820,"Yogurt, regular",3,"1 container, NFS",170.0
11434300,"Yogurt, nonfat milk, flavors other than fruit",1820,"Yogurt, regular",4,1 cup,245.0
11435000,"Yogurt, Greek, NS as to type of milk, flavors other than fruit",1822,"Yogurt, Greek",1,1 5.3 oz container,150.0
11435000,"Yogurt, Greek, NS as to type of milk, flavors other than fruit",1822,"Yogurt, Greek",2,1 6 oz container,170.0
11435000,"Yogurt, Greek, NS as to type of milk, flavors other than fruit",1822,"Yogurt, Greek",3,"1 container, NFS",150.0
11435000,"Yogurt, Greek, NS as to type of milk, flavors other than fruit",1822,"Yogurt, Greek",4,1 cup,245.0
11435010,"Yogurt, Greek, whole milk, flavors other than fruit",1822,"Yogurt, Greek",1,1 5.3 oz container,150.0
11435010,"Yogurt, Greek, whole milk, flavors other than fruit",1822,"Yogurt, Greek",2,1 6 oz container,170.0
11435010,"Yogurt, Greek, whole milk, flavors other than fruit",1822,"Yogurt, Greek",3,"1 container, NFS",150.0
11435010,"Yogurt, Greek, whole milk, flavors other than fruit",1822,"Yogurt, Greek",4,1 cup,245.0
11435020,"Yogurt, Greek, low fat milk, flavors other than fruit",1822,"Yogurt, Greek",1,1 tube,57.0
11435020,"Yogurt, Greek, low fat milk, flavors other than fruit",1822,"Yogurt, Greek",2,1 5.3 oz container,150.0
11435020,"Yogurt, Greek, low fat milk, flavors other than fruit",1822,"Yogurt, Greek",3,1 6 oz container,170.0
11435020,"Yogurt, Greek, low fat milk, flavors other than fruit",1822,"Yogurt, Greek",4,"1 container, NFS",150.0
11435020,"Yogurt, Greek, low fat milk, flavors other than fruit",1822,"Yogurt, Greek",5,1 cup,245.0
11435030,"Yogurt, Greek, nonfat milk, flavors other than fruit",1822,"Yogurt, Greek",1,1 5.3 oz container,150.0
11435030,"Yogurt, Greek, nonfat milk, flavors other than fruit",1822,"Yogurt, Greek",2,1 6 oz container,170.0
11435030,"Yogurt, Greek, nonfat milk, flavors other than fruit",1822,"Yogurt, Greek",3,"1 container, NFS",150.0
11435030,"Yogurt, Greek, nonfat milk, flavors other than fruit",1822,"Yogurt, Greek",4,1 cup,245.0
11435100,"Yogurt, Greek, with oats",1822,"Yogurt, Greek",6,1 5.3 oz container,150.0
11435100,"Yogurt, Greek, with oats",1822,"Yogurt, Greek",7,"1 container, NFS",150.0
11435100,"Yogurt, Greek, with oats",1822,"Yogurt, Greek",8,1 cup,245.0
11436000,"Yogurt, liquid",1820,"Yogurt, regular",1,1 bottle,93.0
11436000,"Yogurt, liquid",1820,"Yogurt, regular",2,1 cup,245.0
11440010,"Chipotle dip, yogurt based",8412,"Dips, gravies, other sauces",1,1 tablespoon,15.0
11440010,"Chipotle dip, yogurt based",8412,"Dips, gravies, other sauces",2,1 individual container,70.0
11440030,"Onion dip, yogurt based",8412,"Dips, gravies, other sauces",1,1 tablespoon,15.0
11440030,"Onion dip, yogurt based",8412,"Dips, gravies, other sauces",2,1 individual container,70.0
11440040,"Ranch dip, yogurt based",8412,"Dips, gravies, other sauces",1,1 tablespoon,15.0
11440040,"Ranch dip, yogurt based",8412,"Dips, gravies, other sauces",2,1 individual container,70.0
11440050,"Spinach dip, yogurt based",8412,"Dips, gravies, other sauces",1,1 tablespoon,15.0
11440050,"Spinach dip, yogurt based",8412,"Dips, gravies, other sauces",2,1 individual container,70.0
11440060,Tzatziki dip,8412,"Dips, gravies, other sauces",1,1 tablespoon,15.0
11440060,Tzatziki dip,8412,"Dips, gravies, other sauces",2,1 individual container,70.0
11440070,"Vegetable dip, yogurt based",8412,"Dips, gravies, other sauces",1,1 tablespoon,15.0
11440070,"Vegetable dip, yogurt based",8412,"Dips, gravies, other sauces",2,1 individual container,70.0
11446000,"Yogurt parfait, low fat, with fruit",1820,"Yogurt, regular",1,1 McDonald's parfait,150.0
11459990,"Frozen yogurt, NFS",5802,Ice cream and frozen dairy desserts,1,1 cup,175.0
11459990,"Frozen yogurt, NFS",5802,Ice cream and frozen dairy desserts,2,1 scoop,160.0
11459990,"Frozen yogurt, NFS",5802,Ice cream and frozen dairy desserts,3,1 small ice cream cup,160.0
11459990,"Frozen yogurt, NFS",5802,Ice cream and frozen dairy desserts,4,1 medium ice cream cup,320.0
11459990,"Frozen yogurt, NFS",5802,Ice cream and frozen dairy desserts,5,1 large ice cream cup,480.0
11460000,"Frozen yogurt, vanilla",5802,Ice cream and frozen dairy desserts,1,1 cup,175.0
11460000,"Frozen yogurt, vanilla",5802,Ice cream and frozen dairy desserts,2,1 scoop,160.0
11460000,"Frozen yogurt, vanilla",5802,Ice cream and frozen dairy desserts,3,1 small ice cream cup,160.0
11460000,"Frozen yogurt, vanilla",5802,Ice cream and frozen dairy desserts,4,1 medium ice cream cup,320.0
11460000,"Frozen yogurt, vanilla",5802,Ice cream and frozen dairy desserts,5,1 large ice cream cup,480.0
11460100,"Frozen yogurt, chocolate",5802,Ice cream and frozen dairy desserts,1,1 cup,175.0
11460100,"Frozen yogurt, chocolate",5802,Ice cream and frozen dairy desserts,2,1 scoop,160.0
11460100,"Frozen yogurt, chocolate",5802,Ice cream and frozen dairy desserts,3,1 small ice cream cup,160.0
11460100,"Frozen yogurt, chocolate",5802,Ice cream and frozen dairy desserts,4,1 medium ice cream cup,320.0
11460100,"Frozen yogurt, chocolate",5802,Ice cream and frozen dairy desserts,5,1 large ice cream cup,480.0
11460500,"Frozen yogurt, soft serve, vanilla",5802,Ice cream and frozen dairy desserts,1,1 cup,175.0
11460510,"Frozen yogurt, soft serve, chocolate",5802,Ice cream and frozen dairy desserts,1,1 cup,175.0
11461200,Frozen yogurt sandwich,5802,Ice cream and frozen dairy desserts,1,1 sandwich,75.0
11461210,"Frozen yogurt bar, vanilla",5802,Ice cream and frozen dairy desserts,1,1 bar,65.0
