Food code,Main food description,WWEIA Category number,WWEIA Category description,Seq num,Portion description,Portion weight (g)
92101919,"Coffee, Latte, decaffeinated, with non-dairy milk, flavored",7302,Coffee,5,1 large,620.0
92101920,Frozen coffee drink,7302,Coffee,1,1 fl oz,31.0
92101920,Frozen coffee drink,7302,Coffee,2,1 cup (8 fl oz),248.0
92101920,Frozen coffee drink,7302,Coffee,3,1 small,372.0
92101920,Frozen coffee drink,7302,Coffee,4,1 medium,496.0
92101920,Frozen coffee drink,7302,Coffee,5,1 large,620.0
92101921,"Frozen coffee drink, nonfat",7302,Coffee,1,1 fl oz,31.0
92101921,"Frozen coffee drink, nonfat",7302,Coffee,2,1 cup (8 fl oz),248.0
92101921,"Frozen coffee drink, nonfat",7302,Coffee,3,1 small,372.0
92101921,"Frozen coffee drink, nonfat",7302,Coffee,4,1 medium,496.0
92101921,"Frozen coffee drink, nonfat",7302,Coffee,5,1 large,620.0
92101923,"Frozen coffee drink, with non-dairy milk",7302,Coffee,1,1 fl oz,31.0
92101923,"Frozen coffee drink, with non-dairy milk",7302,Coffee,2,1 cup (8 fl oz),248.0
92101923,"Frozen coffee drink, with non-dairy milk",7302,Coffee,3,1 small,372.0
92101923,"Frozen coffee drink, with non-dairy milk",7302,Coffee,4,1 medium,496.0
92101923,"Frozen coffee drink, with non-dairy milk",7302,Coffee,5,1 large,620.0
92101925,"Frozen coffee drink, with whipped cream",7302,Coffee,1,1 fl oz,31.0
92101925,"Frozen coffee drink, with whipped cream",7302,Coffee,2,1 cup (8 fl oz),248.0
92101925,"Frozen coffee drink, with whipped cream",7302,Coffee,3,1 small,372.0
92101925,"Frozen coffee drink, with whipped cream",7302,Coffee,4,1 medium,496.0
92101925,"Frozen coffee drink, with whipped cream",7302,Coffee,5,1 large,620.0
92101926,"Frozen coffee drink, nonfat, with whipped cream",7302,Coffee,1,1 fl oz,31.0
92101926,"Frozen coffee drink, nonfat, with whipped cream",7302,Coffee,2,1 cup (8 fl oz),248.0
92101926,"Frozen coffee drink, nonfat, with whipped cream",7302,Coffee,3,1 small,372.0
92101926,"Frozen coffee drink, nonfat, with whipped cream",7302,Coffee,4,1 medium,496.0
92101926,"Frozen coffee drink, nonfat, with whipped cream",7302,Coffee,5,1 large,620.0
92101928,"Frozen coffee drink, with non-dairy milk and whipped cream",7302,Coffee,1,1 fl oz,31.0
92101928,"Frozen coffee drink, with non-dairy milk and whipped cream",7302,Coffee,2,1 cup (8 fl oz),248.0
92101928,"Frozen coffee drink, with non-dairy milk and whipped cream",7302,Coffee,3,1 small,372.0
92101928,"Frozen coffee drink, with non-dairy milk and whipped cream",7302,Coffee,4,1 medium,496.0
92101928,"Frozen coffee drink, with non-dairy milk and whipped cream",7302,Coffee,5,1 large,620.0
92101930,"Frozen coffee drink, decaffeinated",7302,Coffee,1,1 fl oz,31.0
92101930,"Frozen coffee drink, decaffeinated",7302,Coffee,2,1 cup (8 fl oz),248.0
92101930,"Frozen coffee drink, decaffeinated",7302,Coffee,3,1 small,372.0
92101930,"Frozen coffee drink, decaffeinated",7302,Coffee,4,1 medium,496.0
92101930,"Frozen coffee drink, decaffeinated",7302,Coffee,5,1 large,620.0
92101931,"Frozen coffee drink, decaffeinated, nonfat",7302,Coffee,1,1 fl oz,31.0
92101931,"Frozen coffee drink, decaffeinated, nonfat",7302,Coffee,2,1 cup (8 fl oz),248.0
92101931,"Frozen coffee drink, decaffeinated, nonfat",7302,Coffee,3,1 small,372.0
92101931,"Frozen coffee drink, decaffeinated, nonfat",7302,Coffee,4,1 medium,496.0
92101931,"Frozen coffee drink, decaffeinated, nonfat",7302,Coffee,5,1 large,620.0
92101933,"Frozen coffee drink, decaffeinated, with non-dairy milk",7302,Coffee,1,1 fl oz,31.0
92101933,"Frozen coffee drink, decaffeinated, with non-dairy milk",7302,Coffee,2,1 cup (8 fl oz),248.0
92101933,"Frozen coffee drink, decaffeinated, with non-dairy milk",7302,Coffee,3,1 small,372.0
92101933,"Frozen coffee drink, decaffeinated, with non-dairy milk",7302,Coffee,4,1 medium,496.0
92101933,"Frozen coffee drink, decaffeinated, with non-dairy milk",7302,Coffee,5,1 large,620.0
92101935,"Frozen coffee drink, decaffeinated, with whipped cream",7302,Coffee,1,1 fl oz,31.0
92101935,"Frozen coffee drink, decaffeinated, with whipped cream",7302,Coffee,2,1 cup (8 fl oz),248.0
92101935,"Frozen coffee drink, decaffeinated, with whipped cream",7302,Coffee,3,1 small,372.0
92101935,"Frozen coffee drink, decaffeinated, with whipped cream",7302,Coffee,4,1 medium,496.0
92101935,"Frozen coffee drink, decaffeinated, with whipped cream",7302,Coffee,5,1 large,620.0
92101936,"Frozen coffee drink, decaffeinated, nonfat, with whipped cream",7302,Coffee,1,1 fl oz,31.0
92101936,"Frozen coffee drink, decaffeinated, nonfat, with whipped cream",7302,Coffee,2,1 cup (8 fl oz),248.0
92101936,"Frozen coffee drink, decaffeinated, nonfat, with whipped cream",7302,Coffee,3,1 small,372.0
92101936,"Frozen coffee drink, decaffeinated, nonfat, with whipped cream",7302,Coffee,4,1 medium,496.0
92101936,"Frozen coffee drink, decaffeinated, nonfat, with whipped cream",7302,Coffee,5,1 large,620.0
92101938,"Frozen coffee drink, decaffeinated, with non-dairy milk and whipped cream",7302,Coffee,1,1 fl oz,31.0
92101938,"Frozen coffee drink, decaffeinated, with non-dairy milk and whipped cream",7302,Coffee,2,1 cup (8 fl oz),248.0
92101938,"Frozen coffee drink, decaffeinated, with non-dairy milk and whipped cream",7302,Coffee,3,1 small,372.0
92101938,"Frozen coffee drink, decaffeinated, with non-dairy milk and whipped cream",7302,Coffee,4,1 medium,496.0
92101938,"Frozen coffee drink, decaffeinated, with non-dairy milk and whipped cream",7302,Coffee,5,1 large,620.0
92101950,"Coffee, Cafe Mocha",7302,Coffee,1,1 fl oz,31.0
92101950,"Coffee, Cafe Mocha",7302,Coffee,2,1 cup (8 fl oz),248.0
92101950,"Coffee, Cafe Mocha",7302,Coffee,3,1 small,372.0
92101950,"Coffee, Cafe Mocha",7302,Coffee,4,1 medium,496.0
92101950,"Coffee, Cafe Mocha",7302,Coffee,5,1 large,620.0
92101955,"Coffee, Cafe Mocha, nonfat",7302,Coffee,1,1 fl oz,31.0
92101955,"Coffee, Cafe Mocha, nonfat",7302,Coffee,2,1 cup (8 fl oz),248.0
92101955,"Coffee, Cafe Mocha, nonfat",7302,Coffee,3,1 small,372.0
92101955,"Coffee, Cafe Mocha, nonfat",7302,Coffee,4,1 medium,496.0
92101955,"Coffee, Cafe Mocha, nonfat",7302,Coffee,5,1 large,620.0
92101960,"Coffee, Cafe Mocha, with non-dairy milk",7302,Coffee,1,1 fl oz,31.0
92101960,"Coffee, Cafe Mocha, with non-dairy milk",7302,Coffee,2,1 cup (8 fl oz),248.0
92101960,"Coffee, Cafe Mocha, with non-dairy milk",7302,Coffee,3,1 small,372.0
92101960,"Coffee, Cafe Mocha, with non-dairy milk",7302,Coffee,4,1 medium,496.0
92101960,"Coffee, Cafe Mocha, with non-dairy milk",7302,Coffee,5,1 large,620.0
92101965,"Coffee, Cafe Mocha, decaffeinated",7302,Coffee,1,1 fl oz,31.0
92101965,"Coffee, Cafe Mocha, decaffeinated",7302,Coffee,2,1 cup (8 fl oz),248.0
92101965,"Coffee, Cafe Mocha, decaffeinated",7302,Coffee,3,1 small,372.0
92101965,"Coffee, Cafe Mocha, decaffeinated",7302,Coffee,4,1 medium,496.0
92101965,"Coffee, Cafe Mocha, decaffeinated",7302,Coffee,5,1 large,620.0
92101970,"Coffee, Cafe Mocha, decaffeinated, nonfat",7302,Coffee,1,1 fl oz,31.0
92101970,"Coffee, Cafe Mocha, decaffeinated, nonfat",7302,Coffee,2,1 cup (8 fl oz),248.0
92101970,"Coffee, Cafe Mocha, decaffeinated, nonfat",7302,Coffee,3,1 small,372.0
92101970,"Coffee, Cafe Mocha, decaffeinated, nonfat",7302,Coffee,4,1 medium,496.0
92101970,"Coffee, Cafe Mocha, decaffeinated, nonfat",7302,Coffee,5,1 large,620.0
92101975,"Coffee, Cafe Mocha, decaffeinated, with non-dairy milk",7302,Coffee,1,1 fl oz,31.0
92101975,"Coffee, Cafe Mocha, decaffeinated, with non-dairy milk",7302,Coffee,2,1 cup (8 fl oz),248.0
92101975,"Coffee, Cafe Mocha, decaffeinated, with non-dairy milk",7302,Coffee,3,1 small,372.0
92101975,"Coffee, Cafe Mocha, decaffeinated, with non-dairy milk",7302,Coffee,4,1 medium,496.0
92101975,"Coffee, Cafe Mocha, decaffeinated, with non-dairy milk",7302,Coffee,5,1 large,620.0
92102000,Frozen mocha coffee drink,7302,Coffee,1,1 fl oz,31.0
92102000,Frozen mocha coffee drink,7302,Coffee,2,1 cup (8 fl oz),248.0
92102000,Frozen mocha coffee drink,7302,Coffee,3,1 small,372.0
92102000,Frozen mocha coffee drink,7302,Coffee,4,1 medium,496.0
92102000,Frozen mocha coffee drink,7302,Coffee,5,1 large,620.0
92102010,"Frozen mocha coffee drink, nonfat",7302,Coffee,1,1 fl oz,31.0
92102010,"Frozen mocha coffee drink, nonfat",7302,Coffee,2,1 cup (8 fl oz),248.0
92102010,"Frozen mocha coffee drink, nonfat",7302,Coffee,3,1 small,372.0
92102010,"Frozen mocha coffee drink, nonfat",7302,Coffee,4,1 medium,496.0
92102010,"Frozen mocha coffee drink, nonfat",7302,Coffee,5,1 large,620.0
92102020,"Frozen mocha coffee drink, with non-dairy milk",7302,Coffee,1,1 fl oz,31.0
92102020,"Frozen mocha coffee drink, with non-dairy milk",7302,Coffee,2,1 cup (8 fl oz),248.0
92102020,"Frozen mocha coffee drink, with non-dairy milk",7302,Coffee,3,1 small,372.0
92102020,"Frozen mocha coffee drink, with non-dairy milk",7302,Coffee,4,1 medium,496.0
92102020,"Frozen mocha coffee drink, with non-dairy milk",7302,Coffee,5,1 large,620.0
92102030,"Frozen mocha coffee drink, with whipped cream",7302,Coffee,1,1 fl oz,31.0
92102030,"Frozen mocha coffee drink, with whipped cream",7302,Coffee,2,1 cup (8 fl oz),248.0
92102030,"Frozen mocha coffee drink, with whipped cream",7302,Coffee,3,1 small,372.0
92102030,"Frozen mocha coffee drink, with whipped cream",7302,Coffee,4,1 medium,496.0
92102030,"Frozen mocha coffee drink, with whipped cream",7302,Coffee,5,1 large,620.0
92102040,"Frozen mocha coffee drink, nonfat, with whipped cream",7302,Coffee,1,1 fl oz,31.0
92102040,"Frozen mocha coffee drink, nonfat, with whipped cream",7302,Coffee,2,1 cup (8 fl oz),248.0
92102040,"Frozen mocha coffee drink, nonfat, with whipped cream",7302,Coffee,3,1 small,372.0
92102040,"Frozen mocha coffee drink, nonfat, with whipped cream",7302,Coffee,4,1 medium,496.0
92102040,"Frozen mocha coffee drink, nonfat, with whipped cream",7302,Coffee,5,1 large,620.0
92102050,"Frozen mocha coffee drink, with non-dairy milk and whipped cream",7302,Coffee,1,1 fl oz,31.0
92102050,"Frozen mocha coffee drink, with non-dairy milk and whipped cream",7302,Coffee,2,1 cup (8 fl oz),248.0
92102050,"Frozen mocha coffee drink, with non-dairy milk and whipped cream",7302,Coffee,3,1 small,372.0
92102050,"Frozen mocha coffee drink, with non-dairy milk and whipped cream",7302,Coffee,4,1 medium,496.0
92102050,"Frozen mocha coffee drink, with non-dairy milk and whipped cream",7302,Coffee,5,1 large,620.0
92102060,"Frozen mocha coffee drink, decaffeinated",7302,Coffee,1,1 fl oz,31.0
92102060,"Frozen mocha coffee drink, decaffeinated",7302,Coffee,2,1 cup (8 fl oz),248.0
92102060,"Frozen mocha coffee drink, decaffeinated",7302,Coffee,3,1 small,372.0
92102060,"Frozen mocha coffee drink, decaffeinated",7302,Coffee,4,1 medium,496.0
92102060,"Frozen mocha coffee drink, decaffeinated",7302,Coffee,5,1 large,620.0
92102070,"Frozen mocha coffee drink, decaffeinated, nonfat",7302,Coffee,1,1 fl oz,31.0
92102070,"Frozen mocha coffee drink, decaffeinated, nonfat",7302,Coffee,2,1 cup (8 fl oz),248.0
92102070,"Frozen mocha coffee drink, decaffeinated, nonfat",7302,Coffee,3,1 small,372.0
92102070,"Frozen mocha coffee drink, decaffeinated, nonfat",7302,Coffee,4,1 medium,496.0
92102070,"Frozen mocha coffee drink, decaffeinated, nonfat",7302,Coffee,5,1 large,620.0
92102080,"Frozen mocha coffee drink, decaffeinated, with non-dairy milk",7302,Coffee,1,1 fl oz,31.0
92102080,"Frozen mocha coffee drink, decaffeinated, with non-dairy milk",7302,Coffee,2,1 cup (8 fl oz),248.0
92102080,"Frozen mocha coffee drink, decaffeinated, with non-dairy milk",7302,Coffee,3,1 small,372.0
92102080,"Frozen mocha coffee drink, decaffeinated, with non-dairy milk",7302,Coffee,4,1 medium,496.0
92102080,"Frozen mocha coffee drink, decaffeinated, with non-dairy milk",7302,Coffee,5,1 large,620.0
92102090,"Frozen mocha coffee drink, decaffeinated, with whipped cream",7302,Coffee,1,1 fl oz,31.0
92102090,"Frozen mocha coffee drink, decaffeinated, with whipped cream",7302,Coffee,2,1 cup (8 fl oz),248.0
92102090,"Frozen mocha coffee drink, decaffeinated, with whipped cream",7302,Coffee,3,1 small,372.0
92102090,"Frozen mocha coffee drink, decaffeinated, with whipped cream",7302,Coffee,4,1 medium,496.0
92102090,"Frozen mocha coffee drink, decaffeinated, with whipped cream",7302,Coffee,5,1 large,620.0
92102100,"Frozen mocha coffee drink, decaffeinated, nonfat, with whipped cream",7302,Coffee,1,1 fl oz,31.0
92102100,"Frozen mocha coffee drink, decaffeinated, nonfat, with whipped cream",7302,Coffee,2,1 cup (8 fl oz),248.0
92102100,"Frozen mocha coffee drink, decaffeinated, nonfat, with whipped cream",7302,Coffee,3,1 small,372.0
92102100,"Frozen mocha coffee drink, decaffeinated, nonfat, with whipped cream",7302,Coffee,4,1 medium,496.0
92102100,"Frozen mocha coffee drink, decaffeinated, nonfat, with whipped cream",7302,Coffee,5,1 large,620.0
92102110,"Frozen mocha coffee drink, decaffeinated, with non-dairy milk and whipped cream",7302,Coffee,1,1 fl oz,31.0
92102110,"Frozen mocha coffee drink, decaffeinated, with non-dairy milk and whipped cream",7302,Coffee,2,1 cup (8 fl oz),248.0
92102110,"Frozen mocha coffee drink, decaffeinated, with non-dairy milk and whipped cream",7302,Coffee,3,1 small,372.0
92102110,"Frozen mocha coffee drink, decaffeinated, with non-dairy milk and whipped cream",7302,Coffee,4,1 medium,496.0
92102110,"Frozen mocha coffee drink, decaffeinated, with non-dairy milk and whipped cream",7302,Coffee,5,1 large,620.0
92102400,"Iced Coffee, brewed",7302,Coffee,1,1 fl oz,30.0
92102400,"Iced Coffee, brewed",7302,Coffee,2,1 cup (8 fl oz),240.0
92102400,"Iced Coffee, brewed",7302,Coffee,3,1 small,360.0
92102400,"Iced Coffee, brewed",7302,Coffee,4,1 medium,480.0
92102400,"Iced Coffee, brewed",7302,Coffee,5,1 large,600.0
92102401,"Iced Coffee, brewed, decaffeinated",7302,Coffee,1,1 fl oz,30.0
92102401,"Iced Coffee, brewed, decaffeinated",7302,Coffee,2,1 cup (8 fl oz),240.0
92102401,"Iced Coffee, brewed, decaffeinated",7302,Coffee,3,1 small,360.0
92102401,"Iced Coffee, brewed, decaffeinated",7302,Coffee,4,1 medium,480.0
92102401,"Iced Coffee, brewed, decaffeinated",7302,Coffee,5,1 large,600.0
92102450,"Iced Coffee, pre-lightened and pre-sweetened",7302,Coffee,1,1 fl oz,31.0
92102450,"Iced Coffee, pre-lightened and pre-sweetened",7302,Coffee,2,1 cup (8 fl oz),248.0
92102450,"Iced Coffee, pre-lightened and pre-sweetened",7302,Coffee,3,1 small,372.0
92102450,"Iced Coffee, pre-lightened and pre-sweetened",7302,Coffee,4,1 medium,496.0
92102450,"Iced Coffee, pre-lightened and pre-sweetened",7302,Coffee,5,1 large,620.0
92102500,"Coffee, Iced Latte",7302,Coffee,1,1 fl oz,30.0
92102500,"Coffee, Iced Latte",7302,Coffee,2,1 cup (8 fl oz),240.0
92102500,"Coffee, Iced Latte",7302,Coffee,3,1 small,360.0
92102500,"Coffee, Iced Latte",7302,Coffee,4,1 medium,480.0
92102500,"Coffee, Iced Latte",7302,Coffee,5,1 large,600.0
92102501,"Coffee, Iced Latte, nonfat",7302,Coffee,1,1 fl oz,30.0
92102501,"Coffee, Iced Latte, nonfat",7302,Coffee,2,1 cup (8 fl oz),240.0
92102501,"Coffee, Iced Latte, nonfat",7302,Coffee,3,1 small,360.0
92102501,"Coffee, Iced Latte, nonfat",7302,Coffee,4,1 medium,480.0
92102501,"Coffee, Iced Latte, nonfat",7302,Coffee,5,1 large,600.0
92102502,"Coffee, Iced Latte, with non-dairy milk",7302,Coffee,1,1 fl oz,30.0
92102502,"Coffee, Iced Latte, with non-dairy milk",7302,Coffee,2,1 cup (8 fl oz),240.0
92102502,"Coffee, Iced Latte, with non-dairy milk",7302,Coffee,3,1 small,360.0
92102502,"Coffee, Iced Latte, with non-dairy milk",7302,Coffee,4,1 medium,480.0
92102502,"Coffee, Iced Latte, with non-dairy milk",7302,Coffee,5,1 large,600.0
92102503,"Coffee, Iced Latte, flavored",7302,Coffee,1,1 fl oz,31.0
92102503,"Coffee, Iced Latte, flavored",7302,Coffee,2,1 cup (8 fl oz),248.0
92102503,"Coffee, Iced Latte, flavored",7302,Coffee,3,1 small,372.0
92102503,"Coffee, Iced Latte, flavored",7302,Coffee,4,1 medium,496.0
92102503,"Coffee, Iced Latte, flavored",7302,Coffee,5,1 large,620.0
92102504,"Coffee, Iced Latte, nonfat, flavored",7302,Coffee,1,1 fl oz,31.0
92102504,"Coffee, Iced Latte, nonfat, flavored",7302,Coffee,2,1 cup (8 fl oz),248.0
92102504,"Coffee, Iced Latte, nonfat, flavored",7302,Coffee,3,1 small,372.0
92102504,"Coffee, Iced Latte, nonfat, flavored",7302,Coffee,4,1 medium,496.0
92102504,"Coffee, Iced Latte, nonfat, flavored",7302,Coffee,5,1 large,620.0
92102505,"Coffee, Iced Latte, with non-dairy milk, flavored",7302,Coffee,1,1 fl oz,31.0
92102505,"Coffee, Iced Latte, with non-dairy milk, flavored",7302,Coffee,2,1 cup (8 fl oz),248.0
92102505,"Coffee, Iced Latte, with non-dairy milk, flavored",7302,Coffee,3,1 small,372.0
92102505,"Coffee, Iced Latte, with non-dairy milk, flavored",7302,Coffee,4,1 medium,496.0
92102505,"Coffee, Iced Latte, with non-dairy milk, flavored",7302,Coffee,5,1 large,620.0
92102510,"Coffee, Iced Latte, decaffeinated",7302,Coffee,1,1 fl oz,30.0
92102510,"Coffee, Iced Latte, decaffeinated",7302,Coffee,2,1 cup (8 fl oz),240.0
92102510,"Coffee, Iced Latte, decaffeinated",7302,Coffee,3,1 small,360.0
92102510,"Coffee, Iced Latte, decaffeinated",7302,Coffee,4,1 medium,480.0
92102510,"Coffee, Iced Latte, decaffeinated",7302,Coffee,5,1 large,600.0
92102511,"Coffee, Iced Latte, decaffeinated, nonfat",7302,Coffee,1,1 fl oz,30.0
92102511,"Coffee, Iced Latte, decaffeinated, nonfat",7302,Coffee,2,1 cup (8 fl oz),240.0
92102511,"Coffee, Iced Latte, decaffeinated, nonfat",7302,Coffee,3,1 small,360.0
92102511,"Coffee, Iced Latte, decaffeinated, nonfat",7302,Coffee,4,1 medium,480.0
92102511,"Coffee, Iced Latte, decaffeinated, nonfat",7302,Coffee,5,1 large,600.0
92102512,"Coffee, Iced Latte, decaffeinated, with non-dairy milk",7302,Coffee,1,1 fl oz,30.0
92102512,"Coffee, Iced Latte, decaffeinated, with non-dairy milk",7302,Coffee,2,1 cup (8 fl oz),240.0
92102512,"Coffee, Iced Latte, decaffeinated, with non-dairy milk",7302,Coffee,3,1 small,360.0
92102512,"Coffee, Iced Latte, decaffeinated, with non-dairy milk",7302,Coffee,4,1 medium,480.0
92102512,"Coffee, Iced Latte, decaffeinated, with non-dairy milk",7302,Coffee,5,1 large,600.0
92102513,"Coffee, Iced Latte, decaffeinated, flavored",7302,Coffee,1,1 fl oz,31.0
92102513,"Coffee, Iced Latte, decaffeinated, flavored",7302,Coffee,2,1 cup (8 fl oz),248.0
92102513,"Coffee, Iced Latte, decaffeinated, flavored",7302,Coffee,3,1 small,372.0
92102513,"Coffee, Iced Latte, decaffeinated, flavored",7302,Coffee,4,1 medium,496.0
92102513,"Coffee, Iced Latte, decaffeinated, flavored",7302,Coffee,5,1 large,620.0
92102514,"Coffee, Iced Latte, decaffeinated, nonfat, flavored",7302,Coffee,1,1 fl oz,31.0
92102514,"Coffee, Iced Latte, decaffeinated, nonfat, flavored",7302,Coffee,2,1 cup (8 fl oz),248.0
92102514,"Coffee, Iced Latte, decaffeinated, nonfat, flavored",7302,Coffee,3,1 small,372.0
92102514,"Coffee, Iced Latte, decaffeinated, nonfat, flavored",7302,Coffee,4,1 medium,496.0
92102514,"Coffee, Iced Latte, decaffeinated, nonfat, flavored",7302,Coffee,5,1 large,620.0
92102515,"Coffee, Iced Latte, decaffeinated, with non-dairy milk, flavored",7302,Coffee,1,1 fl oz,31.0
92102515,"Coffee, Iced Latte, decaffeinated, with non-dairy milk, flavored",7302,Coffee,2,1 cup (8 fl oz),248.0
92102515,"Coffee, Iced Latte, decaffeinated, with non-dairy milk, flavored",7302,Coffee,3,1 small,372.0
92102515,"Coffee, Iced Latte, decaffeinated, with non-dairy milk, flavored",7302,Coffee,4,1 medium,496.0
92102515,"Coffee, Iced Latte, decaffeinated, with non-dairy milk, flavored",7302,Coffee,5,1 large,620.0
92102600,"Coffee, Iced Cafe Mocha",7302,Coffee,1,1 fl oz,31.0
92102600,"Coffee, Iced Cafe Mocha",7302,Coffee,2,1 cup (8 fl oz),248.0
92102600,"Coffee, Iced Cafe Mocha",7302,Coffee,3,1 small,372.0
92102600,"Coffee, Iced Cafe Mocha",7302,Coffee,4,1 medium,496.0
92102600,"Coffee, Iced Cafe Mocha",7302,Coffee,5,1 large,620.0
92102601,"Coffee, Iced Cafe Mocha, nonfat",7302,Coffee,1,1 fl oz,31.0
92102601,"Coffee, Iced Cafe Mocha, nonfat",7302,Coffee,2,1 cup (8 fl oz),248.0
92102601,"Coffee, Iced Cafe Mocha, nonfat",7302,Coffee,3,1 small,372.0
92102601,"Coffee, Iced Cafe Mocha, nonfat",7302,Coffee,4,1 medium,496.0
92102601,"Coffee, Iced Cafe Mocha, nonfat",7302,Coffee,5,1 large,620.0
92102602,"Coffee, Iced Cafe Mocha, with non-dairy milk",7302,Coffee,1,1 fl oz,31.0
92102602,"Coffee, Iced Cafe Mocha, with non-dairy milk",7302,Coffee,2,1 cup (8 fl oz),248.0
92102602,"Coffee, Iced Cafe Mocha, with non-dairy milk",7302,Coffee,3,1 small,372.0
92102602,"Coffee, Iced Cafe Mocha, with non-dairy milk",7302,Coffee,4,1 medium,496.0
92102602,"Coffee, Iced Cafe Mocha, with non-dairy milk",7302,Coffee,5,1 large,620.0
92102610,"Coffee, Iced Cafe Mocha, decaffeinated",7302,Coffee,1,1 fl oz,31.0
92102610,"Coffee, Iced Cafe Mocha, decaffeinated",7302,Coffee,2,1 cup (8 fl oz),248.0
92102610,"Coffee, Iced Cafe Mocha, decaffeinated",7302,Coffee,3,1 small,372.0
92102610,"Coffee, Iced Cafe Mocha, decaffeinated",7302,Coffee,4,1 medium,496.0
92102610,"Coffee, Iced Cafe Mocha, decaffeinated",7302,Coffee,5,1 large,620.0
92102611,"Coffee, Iced Cafe Mocha, decaffeinated, nonfat",7302,Coffee,1,1 fl oz,31.0
92102611,"Coffee, Iced Cafe Mocha, decaffeinated, nonfat",7302,Coffee,2,1 cup (8 fl oz),248.0
92102611,"Coffee, Iced Cafe Mocha, decaffeinated, nonfat",7302,Coffee,3,1 small,372.0
92102611,"Coffee, Iced Cafe Mocha, decaffeinated, nonfat",7302,Coffee,4,1 medium,496.0
92102611,"Coffee, Iced Cafe Mocha, decaffeinated, nonfat",7302,Coffee,5,1 large,620.0
92102612,"Coffee, Iced Cafe Mocha, decaffeinated, with non-dairy milk",7302,Coffee,1,1 fl oz,31.0
92102612,"Coffee, Iced Cafe Mocha, decaffeinated, with non-dairy milk",7302,Coffee,2,1 cup (8 fl oz),248.0
92102612,"Coffee, Iced Cafe Mocha, decaffeinated, with non-dairy milk",7302,Coffee,3,1 small,372.0
92102612,"Coffee, Iced Cafe Mocha, decaffeinated, with non-dairy milk",7302,Coffee,4,1 medium,496.0
92102612,"Coffee, Iced Cafe Mocha, decaffeinated, with non-dairy milk",7302,Coffee,5,1 large,620.0
92103000,"Coffee, instant, reconstituted",7302,Coffee,1,1 fl oz,30.0
92103000,"Coffee, instant, reconstituted",7302,Coffee,5,1 cup (8 fl oz),240.0
92104000,"Coffee, instant, 50% less caffeine, reconstituted",7302,Coffee,1,1 fl oz,30.0
92104000,"Coffee, instant, 50% less caffeine, reconstituted",7302,Coffee,5,1 cup (8 fl oz),240.0
92111000,"Coffee, NS as to brewed or instant, decaffeinated",7302,Coffee,1,1 fl oz,30.0
92111000,"Coffee, NS as to brewed or instant, decaffeinated",7302,Coffee,2,1 cup (8 fl oz),240.0
92111000,"Coffee, NS as to brewed or instant, decaffeinated",7302,Coffee,3,1 small,360.0
92111000,"Coffee, NS as to brewed or instant, decaffeinated",7302,Coffee,4,1 medium,480.0
92111000,"Coffee, NS as to brewed or instant, decaffeinated",7302,Coffee,5,1 large,600.0
92111000,"Coffee, NS as to brewed or instant, decaffeinated",7302,Coffee,6,"1 small pot (20 FO, 4 servings)",600.0
92111000,"Coffee, NS as to brewed or instant, decaffeinated",7302,Coffee,7,"1 large pot (60 FO, 12 servings)",1800.0
92111010,"Coffee, brewed, decaffeinated",7302,Coffee,1,1 fl oz,30.0
92111010,"Coffee, brewed, decaffeinated",7302,Coffee,2,1 cup (8 fl oz),240.0
92111010,"Coffee, brewed, decaffeinated",7302,Coffee,3,1 small,360.0
92111010,"Coffee, brewed, decaffeinated",7302,Coffee,4,1 medium,480.0
92111010,"Coffee, brewed, decaffeinated",7302,Coffee,5,1 large,600.0
92111010,"Coffee, brewed, decaffeinated",7302,Coffee,6,"1 small pot (20 FO, 4 servings)",600.0
92111010,"Coffee, brewed, decaffeinated",7302,Coffee,7,"1 large pot (60 FO, 12 servings)",1800.0
92114000,"Coffee, instant, decaffeinated, reconstituted",7302,Coffee,1,1 fl oz,30.0
92114000,"Coffee, instant, decaffeinated, reconstituted",7302,Coffee,5,1 cup (8 fl oz),240.0
92121000,"Coffee, instant, pre-lightened and pre-sweetened with sugar, reconstituted",7302,Coffee,1,1 fl oz,31.0
92121000,"Coffee, instant, pre-lightened and pre-sweetened with sugar, reconstituted",7302,Coffee,6,1 cup (8 fl oz),248.0
92121001,"Coffee, instant, decaffeinated, pre-lightened and pre-sweetened with sugar, reconsitituted",7302,Coffee,1,1 fl oz,31.0
92121001,"Coffee, instant, decaffeinated, pre-lightened and pre-sweetened with sugar, reconsitituted",7302,Coffee,2,1 cup (8 fl oz),248.0
92121010,"Coffee, instant, pre-sweetened with sugar, reconstituted",7302,Coffee,1,1 fl oz,31.0
92121010,"Coffee, instant, pre-sweetened with sugar, reconstituted",7302,Coffee,6,1 cup (8 fl oz),248.0
92121020,"Coffee, mocha, instant, pre-lightened and pre-sweetened with sugar, reconstituted",7302,Coffee,1,1 fl oz,31.0
92121020,"Coffee, mocha, instant, pre-lightened and pre-sweetened with sugar, reconstituted",7302,Coffee,6,1 cup (8 fl oz),248.0
92121030,"Coffee, mocha, instant, pre-lightened and pre-sweetened with low calorie sweetener, reconstituted",7302,Coffee,1,1 fl oz,30.0
92121030,"Coffee, mocha, instant, pre-lightened and pre-sweetened with low calorie sweetener, reconstituted",7302,Coffee,5,1 cup (8 fl oz),240.0
